datasize,spark_executor_cores,spark_driver_memory,spark_default_parallelism,spark_memory_fraction,spark_memory_storageFraction,spark_storage_replication_proactive,spark_broadcast_compress,spark_io_compression_codec,spark_rdd_compress,spark_reducer_maxSizeInFlight,spark_shuffle_spill_compress,spark_speculation,spark_broadcast_blockSize,spark_shuffle_compress,spark_executor_memory,spark_shuffle_file_buffer,spark_storage_memoryMapThreshold,spark_locality_wait,spark_task_maxFailures,spark_shuffle_sort_bypassMergeThreshold,spark_kryoserializer_buffer,spark_memory_offHeap_size,spark_scheduler_revive_interval,jvm_gc_collect,jvm_gc_timeratio,jvm_max_gc_pause,jvm_max_tenuringThreshold,jvm_new_ratio,jvm_par_gc_thread,jvm_survivor_ratio,Executor_Deserialize_Time,Executor_Deserialize_CPU_Time,Executor_Run_Time,Executor_CPU_Time,Result_Size,JVM_GC_Time,Result_Serialization_Time,Memory_Bytes_Spilled,Disk_Bytes_Spilled,Local_Blocks_Fetched,Fetch_Wait_Time,Remote_Bytes_Read,Local_Bytes_Read,Total_Records_Read,migrations,context-switches,cache-misses,cache-references,branch-misses,branch-load-misses,major-faults,minor-faults,page-faults,cycles,raw_syscalls_sys_enter,raw_syscalls_sys_exit,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,LLC-load-misses,LLC-store-misses,LLC-stores,node-load-misses,node-store-misses,mem-loads,mem-stores,branch-loads,run_times
64000000,8,2,101,0.72,0.87,0,0,2,0,5,1,0,81,1,2,101,107,4,9,868,82,115,42,1,36,287,8,6,4,3,156.96,7624401.168,5113.628,671352491.1,2036.79,661.034,0.094,0,0,13.098,224.415,5613856.22,2834693.811,195121.951,8785,81605,479227992,2782606535,359970786,368034910,69,279242,279341,50030785837,381491,381642,50109888625,959420004,14698676757,6210187828,34229583,42538518,125659244,155,8,579,6115369545,9516469188,120.973
64000000,8,5,67,0.76,0.49,0,0,0,1,59,0,0,113,0,3,12,125,4,4,518,57,672,27,1,30,136,12,1,4,7,160.759,7277740.47,8184.268,561727202.7,2035.229,967.189,0.067,0,0,12.915,1491.588,13885089.31,6797837.524,195121.951,9294,91044,442766234,2832813574,399880017,405136349,241,324024,324309,53579831564,403548,403697,52662776779,1094225374,16421224641,7327533063,46173733,54505133,144060228,0,0,1199,6768947733,11160873180,161.021
64000000,3,3,118,0.53,0.7,0,0,2,0,76,0,1,91,0,3,50,110,4,4,461,67,226,18,1,42,185,4,6,4,6,196.216,9803910.909,5513.571,544194872.4,2065.982,235.608,0.085,0,0,8.453,203.438,16129280.9,4490779.891,194528.875,9957,103207,501613490,3096604343,426307225,426573231,68,305359,305484,60342075127,438402,438554,58415912090,1253904195,17578419697,7553606869,53873457,54735537,151292090,452,455,1847,7313836160,11552899666,160.43
64000000,5,2,92,0.89,0.52,1,0,1,0,8,0,1,9,0,4,110,112,4,5,880,10,289,19,2,42,211,13,1,4,5,83.732,6303376.049,4062.335,512846050.3,2033.668,178.165,0.11,0,0,14.866,253.902,12603279.78,8079647.049,195121.951,8806,96345,494075850,3037882931,432034786,439932175,71,247210,247321,70385023083,418627,418777,99138937358,1252242952,24237410581,7614541317,49560575,52696572,156101778,1180,477,1322,7724897054,16240909555,133.423
64000000,5,4,62,0.82,0.88,1,0,1,1,81,1,0,101,0,2,114,73,5,3,505,35,580,45,2,88,361,15,2,2,3,80.375,5786057.314,3258.564,521938324.2,2032.152,294.46,0.049,0,0,15.823,198.143,12268150.12,8414776.713,195121.951,7926,80945,524548967,2817063384,383640431,386474773,54,323998,324096,61994883516,379745,379896,71719871985,1135350241,19664286125,7435964897,53938843,61572770,156340124,108,69,782,7242143486,13905114892,104.14
64000000,7,6,120,0.78,0.43,0,0,1,1,3,0,0,8,1,5,72,98,8,9,676,89,903,15,1,34,346,9,3,1,4,151.582,6827347.265,4395.61,601885874.3,2035.61,835.299,0.067,0,0,13.021,390.046,5596579.024,2806527.223,195121.951,9410,86091,386295476,2802955502,360284985,362236915,82,263732,263841,52475011426,391889,392036,53755624289,1091448888,15727055437,6458775901,47718465,45161342,133204571,264,315,1047,6615672117,9619038931,86.652
64000000,3,5,121,0.49,0.66,1,0,1,0,80,0,0,92,0,2,120,24,3,6,702,29,472,33,3,96,375,7,3,6,5,217.058,10850357.45,5395.558,589826519.4,2055.93,158.034,0.107,0,0,7.915,600.689,16483050.09,4199876.738,195121.951,8591,91708,438386485,3185935475,391398119,387822478,303,481321,481677,57634968357,544994,545150,57902565014,1180740403,17756309776,7236562829,39190160,70904441,161818913,4982,2320,5586,7299927444,10325948736,165.631
64000000,7,2,110,0.88,0.68,1,0,1,1,120,0,1,124,0,4,48,187,4,9,205,101,184,48,1,41,427,2,3,6,2,130.351,6558369.716,5474.97,523631721.4,2033.594,295.601,0.052,0,0,15.54,363.936,12169085.04,8513841.793,195121.951,7892,86163,381643020,2896646407,350497213,360751247,77,283344,283454,53409125991,391460,391610,52120720547,1004867759,15882833992,6519578784,38824947,54912035,134048614,276,232,1831,6494802141,9908404090,140.041
64000000,3,6,119,0.75,0.45,0,1,1,1,44,1,1,55,1,2,12,160,9,4,147,39,873,36,2,20,365,10,5,4,5,215.171,10603813.22,4016.573,606563402.5,2068.491,162.488,0.098,0,0,7.021,52.338,6969177.101,1433929.146,195121.951,10214,89651,528702267,3239058001,398274823,409953367,110,320974,321123,68246998562,405153,405306,72976115242,1280718654,21175585655,7986127566,56487273,65950283,181714225,0,0,600,7495583755,13731725287,135.145
64000000,6,1,128,0.69,0.61,0,1,1,0,12,0,1,102,1,3,101,33,8,4,102,113,80,35,2,54,220,7,2,1,8,121.28,6877862.506,4664.329,595903317.8,2043.607,502.466,0.058,0,0,13.082,25.607,5587597.457,2815508.79,195121.951,10246,87312,509956942,2959101946,401723014,390601460,68,265934,266033,64603308360,397170,397318,70813433465,1331257342,19891365495,7658591296,49950455,64111297,165464474,39,58,878,6963571541,13491647507,125.35
64000000,1,3,79,0.35,0.78,1,1,1,0,13,1,1,124,1,4,84,108,6,4,526,42,335,22,3,20,168,3,8,2,5,20.991,7834311.866,1686.156,579348883,2024.503,72.668,0.131,0,0,13.021,195.857,5597776.442,2805329.805,195121.951,8794,105256,532738352,3231027343,423081663,417381880,174,293049,293250,55236108198,452049,452197,54761585717,1183783858,18441555916,7374691495,46400870,63582560,161120157,648,418,2140,6578585753,10875632382,205.269
64000000,4,5,21,0.73,0.88,0,1,1,1,39,1,1,98,0,5,4,83,6,8,154,59,687,1,0,33,224,5,4,3,8,60.216,6233844.799,4859.921,503815269.5,2046.229,220.555,0.094,0,0,13.125,194.476,13724558.12,6958368.707,195121.951,19885,424036,580206331,5159589774,495510647,505037031,117,269202,269367,70673605941,1237433,1237576,63824688469,1508222166,19455031319,8743932256,48879787,61360346,182329296,56,0,1114,8150998811,12528753143,173.187
64000000,4,2,104,0.68,0.72,0,1,0,0,115,1,1,126,1,2,107,6,5,8,738,49,77,33,2,59,372,10,6,8,5,279.067,10889048.24,5157.04,701257085.4,2062.71,247.186,0.104,0,0,6.899,29.93,8775627.366,1930765.628,195121.951,10641,94893,580298722,2976588677,393398406,393899593,61,286368,286466,67212497885,425890,426049,79584573816,1161809249,21262456955,7147244505,60873410,76525061,171182046,0,34,526,7322021323,14686808492,136.42
64000000,6,5,60,0.48,0.56,1,0,1,1,51,0,1,38,0,3,102,36,3,7,236,115,207,34,3,24,280,10,4,5,1,97.158,6050762.027,4390.375,571175328.5,2033.594,586.003,0.055,0,0,17.073,556.942,11637422.32,9045504.506,195121.951,9287,87799,461093689,2757238003,366216776,360036493,72,258542,258640,53419900559,400558,400710,51248533308,1028878744,16144518383,6694461536,37168331,40374470,146252617,225,43,832,6147424738,9731582045,129.068
64000000,3,4,115,0.57,0.72,1,1,1,0,56,0,0,121,0,4,50,52,5,5,399,53,704,36,1,26,492,8,6,5,5,55.774,6178430.518,2647.262,460000809.8,2036.921,104.497,0.094,0,0,13.067,179.634,13769376.41,6913550.421,195121.951,8975,82490,440671216,2851949623,367545336,364380700,97,314902,315030,54248511363,382653,382805,51370984817,1021233826,16560069141,6762999284,43366246,72490850,159235440,0,0,895,6141580592,9665215247,118.643
64000000,5,2,49,0.9,0.8,1,0,1,0,60,0,0,38,0,2,30,101,7,5,167,73,237,4,1,45,240,4,7,5,5,102.723,6634166.762,4032.497,474920741.8,2041.39,270.372,0.07,0,0,13.101,247.863,13714240.25,6968686.579,195121.951,11698,140622,451981717,3195945488,391654030,414064903,75,253536,253652,61614416994,531978,532128,62578340341,1294924220,18945124550,8037412641,42735279,61114158,165649610,0,25,746,6979243507,12021776458,126.665
64000000,3,5,76,0.53,0.36,0,0,1,1,60,1,1,59,0,2,23,148,3,9,443,70,38,7,2,19,117,3,5,5,6,216.494,10073303.03,3475.259,574599088.4,2059.183,147.357,0.104,0,0,8.39,167.162,16143937.02,4538989.805,195121.951,12389,119227,570276984,3852102616,439615503,440112292,60,287893,288015,77704574331,478653,478811,74567408035,1916216805,22214103353,8318983480,49482737,89697340,172380182,0,0,639,8248596895,13724987150,122.978
64000000,4,3,57,0.84,0.57,1,0,1,0,93,0,0,35,1,2,124,152,5,6,225,126,782,48,2,39,391,13,6,4,5,331.735,11075508.61,5142.942,663107864.2,2063.619,271.963,0.094,0,0,6.549,21.558,6992938.668,1410167.579,195121.951,11661,81099,435155534,2663130967,357280091,368397192,69,272417,272546,57353206965,380776,380931,58430698286,1108998088,17293731659,6979186561,42817932,66828962,165935729,0,0,302,6316340033,11658280148,102.914
64000000,2,4,52,0.35,0.62,0,1,2,0,70,0,0,16,1,5,6,143,8,10,977,88,800,9,2,52,163,4,8,5,7,34.683,6422136.18,1885.317,574128638.8,2031.701,88.72,0.092,0,0,12.933,5.012,5652203.512,2796346.518,195121.951,9939,103398,448865269,2790152027,363839517,365233854,61,237666,237764,52423665127,436390,436546,52471349196,1032532618,15979320355,6416399058,43629354,47800618,145350761,0,16,856,6729443816,10297169178,117.35
64000000,3,5,71,0.49,0.35,0,1,1,1,102,0,1,122,1,4,30,70,6,10,645,66,514,33,1,61,364,3,8,7,4,52.055,6788479.707,2340.893,545684227.3,2034.049,118.241,0.082,0,0,12.982,24.406,5606687.463,2796418.784,195121.951,9803,84956,438908235,2730560255,336274634,340325792,75,338298,338406,56501116457,394324,394478,54280254036,1026897497,15535231247,6288868920,40509795,72881351,156396101,528,257,995,6729816597,8864500509,108.972
64000000,6,4,77,0.44,0.79,0,0,1,0,40,1,1,62,0,4,49,11,6,3,906,106,665,7,0,36,339,11,7,1,4,110.948,6630274.158,5105.342,546220800.9,2037.576,483.024,0.094,0,0,13.168,300.762,13684346.63,6998580.195,195121.951,12211,126198,504323402,3304391868,429943320,440154322,82,264444,264563,62158649493,490936,491080,60757701339,1337768769,18845588363,7758372889,50094610,54204977,137727665,590,235,820,7554238967,11578845596,154.417
64000000,2,4,53,0.33,0.59,0,0,1,1,67,0,0,43,1,3,17,14,10,8,372,74,86,28,2,77,292,3,9,4,7,150.79,9750878.186,2567.466,585493425.6,2055.021,110.473,0.11,0,0,7.927,2.046,6786259.945,1616846.302,195121.951,10282,91005,530619328,2883719427,402425421,398009063,79,281217,281340,58948411337,407273,407426,55696478945,1078243701,16774749375,6909097794,45283233,47940594,148251323,0,18,400,6348213573,11284902521,144.06
64000000,2,1,37,0.74,0.53,1,0,2,1,54,1,0,25,1,5,74,180,6,7,956,26,552,12,3,96,458,9,1,2,1,43.522,7635976.235,3155.96,658499326.5,2221.813,223.538,0.092,0,0,10.482,315.912,4445566.024,2243279.147,154467.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
64000000,7,5,15,0.58,0.67,0,1,1,1,105,0,0,19,1,2,18,182,3,7,397,91,789,12,2,89,499,13,3,6,9,120.759,6914113.616,5383.976,615841852.4,2037.576,259.113,0.085,0,0,13.122,20.784,5570618.872,2832487.375,195121.951,9224,103939,412245592,2977247399,386485052,379552208,324,244947,245328,53441638568,434369,434524,55419626058,1136509777,16931146627,6673937194,38069611,45599503,139332623,0,0,840,6568502974,9885570788,134.458
64000000,6,3,80,0.42,0.32,0,1,1,0,107,1,1,28,1,2,32,145,8,5,564,10,167,30,1,49,226,3,8,8,8,108.143,6711090.256,4543.915,587488508.5,2035.085,376.476,0.061,0,0,13.055,77.024,5598647.384,2804458.863,195121.951,10119,90797,527639368,2758817173,378496081,385509847,84,280262,280375,59017355922,404819,404972,53625313978,1279021491,16325721420,6925965289,41847992,52618028,147509637,0,311,1168,6803841895,10676975146,140.003
64000000,2,2,118,0.65,0.32,1,1,1,0,61,0,0,72,1,1,112,141,3,9,191,81,809,14,2,27,474,13,9,7,7,614.259,22294064.97,8122.226,638186601,2124.387,168.384,0.229,0,0,3.271,1927.579,7699224.287,703881.96,195121.951,14450,108263,562933945,3454632111,425079458,424460184,383,298787,299215,68038888687,455765,455926,67117975195,1452078601,20515563881,8019830891,56737132,69867153,167529574,8,23,563,7058108652,13762040468,166.448
64000000,1,4,41,0.3,0.31,0,1,1,1,123,0,0,25,1,6,111,186,10,7,328,21,322,20,2,69,179,6,8,7,6,20.546,7094936.396,1222.223,510092650.5,2031.451,44.698,0.107,0,0,12.97,0.052,5615596.32,2787509.927,195121.951,9550,95944,499590746,2634386939,378465309,370606591,66,253541,253647,53085480151,421588,421744,53033996378,1058040590,15615729885,6419058876,39812241,41837089,128660330,0,8,568,6151953928,10491264876,151.755
64000000,7,5,26,0.73,0.35,0,1,0,0,121,1,1,83,1,4,4,196,6,6,750,84,162,29,2,37,450,2,7,4,8,130.149,7398220.65,3962.398,614221380.1,2034.96,377.587,0.091,0,0,12.985,25.72,7104710.976,3569139.79,194528.875,10737,86787,453544223,2722392134,377429047,376417305,71,296370,296502,58781775434,395933,396086,59630712789,1168519062,17606599460,7211691224,48402825,69767545,162595599,374,370,832,6846486963,11531204596,101.039
64000000,8,4,84,0.33,0.6,0,1,0,1,36,0,1,48,0,4,114,167,9,7,464,21,215,10,3,56,114,4,9,6,2,142.107,7015074.704,5386.232,624383376.8,2029.625,398.485,0.061,0,0,17.732,416.982,10942793.01,9740133.817,195121.951,9186,109588,439694703,3067585503,401407406,396352620,217,454816,455076,56759301548,463168,463321,55114443796,1149419748,17261506634,7300565296,40179642,59735211,155381314,6871,4869,6357,6860564104,10565791075,136.561
64000000,4,5,90,0.83,0.45,0,0,1,0,106,0,1,102,0,6,57,62,2,9,628,128,22,27,1,24,285,4,6,6,5,125.109,5959775.248,3589.121,493068070.2,2035.582,161.727,0.076,0,0,15.588,171.488,12313757.25,8243818.509,193939.394,8803,92610,455905569,3150069640,420437024,432028321,94,319556,319675,62118893869,409799,409950,61351464940,1376675409,18531195599,7713308300,47675795,58817885,167198756,741,427,685,7246839699,12436100269,147.093
64000000,6,2,40,0.44,0.62,0,0,2,0,57,1,0,49,0,1,69,32,7,6,848,36,439,49,1,32,182,6,3,7,2,110.671,6522568.378,5028.96,532547898.8,2036.396,429.521,0.067,6771503.512,3963438.244,13.201,258.774,13676019.17,7006907.658,195121.951,9622,82832,398953728,2606994376,343805527,351223038,78,257298,257426,51843051455,384218,384370,50063938626,986255182,15220830226,6532228254,38345850,58625222,144601822,233,124,523,6242599426,9730769331,129.986
64000000,8,4,35,0.59,0.34,1,0,1,1,56,1,1,94,1,6,82,94,7,10,688,68,325,46,2,85,455,13,2,2,3,154.308,7005208.04,5558.851,667488136,2037.576,546.46,0.076,0,0,13.052,37.491,5594281.793,2808824.454,195121.951,10368,86941,563012924,3204153919,390482084,396012159,148,296635,296825,65853183909,392588,392735,71957387761,1226019938,20975392989,7623043891,54155540,59315658,143313672,54,0,629,7424828317,14496727175,130.808
64000000,8,3,35,0.46,0.87,1,1,0,1,22,0,1,26,1,2,16,148,4,4,544,19,760,26,1,22,193,11,4,7,9,150.784,7410898.195,6313.25,583769523.5,2037.838,639.043,0.113,0,0,13.055,241.433,7127325.006,3579067.988,195121.951,10242,91631,424477838,3088979889,383163811,394636606,95,257872,258016,60736789143,409796,409948,59106932183,1265545451,18461363688,7161930035,40761712,64189410,165083954,378,265,1398,7232970458,10900116160,135.147
64000000,6,3,63,0.62,0.84,0,0,1,1,48,1,0,60,0,5,100,152,5,6,277,44,1007,37,2,61,316,12,6,8,8,128.805,6635185.034,4974.348,552981026.1,2036.003,231.994,0.058,0,0,13.262,215.753,13670501.35,7012425.476,195121.951,9672,85059,424577607,2887945138,364741124,367685549,93,267360,267516,56241736041,388892,389050,55339744651,1068844737,16875300035,6787729764,42010054,53713445,149842692,0,8,677,6353708878,11377884466,123.877
64000000,4,3,33,0.42,0.68,1,1,1,0,75,0,1,6,0,1,16,137,7,5,362,14,496,39,1,57,355,15,6,7,8,294.064,10425067.81,5045.11,577376131.6,2057.884,236.863,0.088,253802.408,143580.878,8.39,268.908,16149393.44,4533533.39,195121.951,9852,86615,454946840,3062705431,390932388,381094793,68,287724,287830,62135736782,395391,395545,56271721822,1177221398,17338048490,6898205630,44498828,56441326,148460208,318,243,1486,6797697217,10561949816,131.092
64000000,7,5,76,0.82,0.81,1,1,2,1,81,1,1,95,1,1,54,108,8,7,503,16,775,33,2,66,388,8,5,5,8,139.012,7009166.372,4459.89,673972816.6,2036.396,451.216,0.076,0,0,13,85.509,5627059.198,2821490.832,195121.951,10989,84771,477095560,2809558769,354910849,358074624,68,275578,275689,59828922204,394614,394771,56431844042,1133973516,16619081750,6705259383,38447581,55163307,143929414,0,0,416,6497437719,11023867481,95.363
64000000,7,3,54,0.83,0.39,1,1,1,0,65,0,1,116,0,6,76,85,2,9,585,23,230,41,0,65,325,5,7,5,7,126.585,6605862.662,4880.36,580780246.2,2034.643,505.896,0.092,0,0,16.47,427.71,11877840.99,8805085.842,195121.951,9169,85607,460314502,2983312772,387278981,385362434,67,264168,264260,57994956133,387374,387519,55066495124,1239885158,17117537862,7155892801,41654647,52664883,149960739,324,140,570,6600957480,10904156313,137.198
64000000,6,2,10,0.31,0.42,1,0,1,1,121,1,0,108,1,1,109,40,7,6,338,18,386,25,2,74,134,2,5,4,1,116.908,6967290.134,3878.323,674157633.8,2036.396,407.235,0.079,15178890.53,3798115.616,13.061,17.024,5583889.393,2819216.854,195121.951,10293,85600,425914169,2621151060,366103274,370436987,60,273952,274059,55898647497,393777,393929,55924049611,1072814093,17451418935,7057473985,49658629,59313202,160752502,0,93,357,6467855600,11006420309,99.063
64000000,2,6,126,0.86,0.32,1,0,2,1,3,1,1,34,1,5,7,124,9,8,165,92,999,6,1,64,328,14,7,4,4,35.875,6185675.408,1862.064,549994828.8,2041.521,42.884,0.082,0,0,13.018,33.372,5632840.899,2815709.131,195121.951,10468,121652,557154757,3472353178,421454864,413382980,62,267343,267457,60021354996,484149,484299,52886344074,1400928891,17803394301,7854344929,42922090,52884853,149477649,353,206,609,6692513959,11687070643,124.992
64000000,8,2,81,0.44,0.43,0,1,1,1,99,0,1,126,0,5,14,29,8,3,947,4,192,49,2,88,147,11,2,3,5,135.97,6846199.323,4773.771,567211337.8,2029.424,356.701,0.079,0,0,16.463,379.052,11731467.92,8951458.915,195121.951,7610,85464,575225698,3040333412,404456335,405938446,59,333545,333637,68267565860,392038,392190,93293401378,1235682608,24707995478,8431786407,58861967,87902164,177588844,175,67,1550,7637699754,18587523262,119.883
64000000,5,4,9,0.7,0.65,0,1,1,0,12,0,1,18,1,5,59,36,4,9,852,57,480,20,2,46,288,11,8,5,8,90.973,7137088.799,3512.684,592046088.6,2033.392,243.365,0.079,0,0,12.979,4.608,5583076.006,2794488.884,194528.875,11455,91075,475545609,3053039823,399614073,400136361,59,253285,253391,61463034286,406524,406680,60704842015,1414249728,19234241277,7488543933,54335237,65296822,156839578,0,0,886,7136289610,12696616927,107.498
64000000,1,2,69,0.57,0.89,0,0,0,0,43,1,1,45,0,2,34,194,10,4,972,116,565,35,3,88,243,7,8,1,3,169.342,14680410.15,3782.415,579165192,2063.604,145.948,0.14,0,0,6.107,72.259,17308545.13,3374381.701,195121.951,9462,106484,609067099,3455677648,432865415,432844799,235,461164,461426,62039706728,453830,453981,59773722875,1388240097,18367680028,8154852196,46364936,50699658,158481730,539,1900,9775,7735134620,11782022338,253.172
64000000,5,1,34,0.43,0.52,0,0,2,0,76,0,1,117,1,3,80,61,3,5,878,74,474,29,1,22,203,3,1,2,5,427.761,6351561.903,4249,593934244.6,2052.542,394.118,0.054,0,0,12.994,89.488,5571008.242,2826338.454,193939.394,9044,88434,398738413,2718083867,360748917,357136966,128,335566,335732,50696523047,398443,398590,51756893529,1025819240,15073720494,6271870721,42912194,50086358,132347429,8,0,907,6493423362,9366147733,126.671
64000000,7,4,46,0.4,0.48,0,1,0,0,81,0,0,48,1,4,75,144,4,8,595,34,921,45,2,97,130,6,9,7,2,121.622,7576123.866,4875.25,612536563.5,2035.491,502.777,0.088,0,0,13.085,16.509,7119886.027,3586506.966,195121.951,10989,82497,447302809,2747505772,379041617,375792166,68,250030,250150,55380585850,382916,383074,52908488008,1061323395,16389371771,6835998073,50259640,71280436,163011443,196,175,388,6463772561,10534711222,103.202
64000000,5,1,119,0.49,0.36,1,1,0,0,112,0,1,95,1,4,17,102,7,8,630,21,1009,38,0,81,485,5,1,6,2,85.395,6484314.255,3904.787,555613268.4,2031.705,415.793,0.07,0,0,12.979,110.167,7104124.626,3569726.14,194528.875,8948,85687,392045512,2829347529,362366385,359419140,68,305874,305977,53269709528,389355,389500,50162196760,1083565198,15955750610,6710523410,44759124,54285140,154116276,7,8,1376,6604494335,9818869411,137.032
64000000,1,1,98,0.63,0.79,0,1,0,1,29,1,0,125,1,3,46,87,4,5,308,69,355,14,1,80,201,5,7,1,8,69.335,10614915,2277.796,543239909.6,2049.116,42.366,0.125,0,0,6.485,39.54,8921549.18,1784843.814,195121.951,10531,100169,500475801,2970901910,416814625,413130939,81,323030,323157,57202787855,431358,431505,54867108324,1121403107,16367631681,6873241561,45234277,61941097,153567055,873,87,714,7116944983,10620868338,147.038
64000000,6,3,56,0.34,0.74,0,1,1,1,64,1,0,61,0,3,127,156,9,5,937,36,300,36,3,64,303,14,8,4,4,109.348,6378979.332,5533.53,611080957.4,2031.509,328.823,0.061,0,0,16.494,298.088,12047734.75,8635192.079,195121.951,7232,88726,378116645,3009192572,387314565,394698989,76,448705,448820,55272341124,409884,410033,56646415991,1225564269,18056230440,7549262988,27769982,45622386,142282462,6200,3107,5894,6774874887,11335473567,152.805
64000000,2,1,38,0.53,0.41,0,1,1,1,44,1,0,83,0,2,90,56,5,7,898,104,541,3,0,55,130,2,3,4,6,319.107,15225929.48,6320.457,541200562.5,2086.527,169.524,0.119,0,0,4.387,547.97,18344508.98,2338417.848,195121.951,16216,186202,495054110,3288290841,363955743,379967456,95,273134,273278,60737672521,646627,646774,57657039172,1174572292,16458417068,6792928239,47613573,56433187,143646327,31,66,1136,6747692797,9715696047,160.229
64000000,6,3,47,0.81,0.51,0,0,2,0,87,0,1,14,1,3,12,72,9,4,538,105,554,30,2,60,422,15,1,7,3,140.512,6697444.77,5745.882,657588887.6,2042.582,210.87,0.073,0,0,13.052,32.703,5568317.776,2829028.921,193939.394,9954,92113,491608363,2973317479,389798542,390164611,67,263793,263898,61342697497,407653,407808,66164911465,1381638508,19399778725,7477491930,51736645,59538226,145499824,8,99,914,7157610706,12887779509,148.648
64000000,3,5,102,0.42,0.75,0,1,1,1,19,0,0,3,1,3,77,198,7,8,900,3,929,24,1,60,306,14,6,4,6,192.049,9959747.601,3413.649,611648650.9,2056.061,167.988,0.098,0,0,6.881,35.741,6946664.027,1456442.22,195121.951,7110,81599,405383678,2505713947,363681664,362262181,56,276727,276829,51588407126,379590,379743,48752240173,1011714548,14918296459,6269487671,37142213,46056626,132677479,164,31,1261,5915397883,9416147008,96.562
64000000,2,3,9,0.5,0.62,0,1,1,0,26,0,0,17,0,4,115,165,3,4,696,16,838,18,1,89,186,12,3,2,3,36.037,6475925.015,2703.119,472815202.8,2020.296,34.082,0.107,0,0,13.049,351.418,13764953.82,6917973.012,195121.951,8901,97995,548796983,2957116912,383043583,377894985,108,293981,294120,53802516036,420650,420796,48571249989,976579396,14398836836,6778964163,38370441,44928930,137778741,35,0,1299,6788158969,9865434282,167.623
64000000,6,3,22,0.7,0.9,0,0,1,0,119,0,0,44,1,2,15,85,4,4,447,28,1015,8,3,49,388,8,6,3,3,112.351,7198001.652,5661.067,654995076,2033.918,449.729,0.07,0,0,13.22,75.805,5564324.165,2838782.082,195121.951,10164,117592,533131448,3138564050,429895343,418290726,72,400677,400776,56218177185,478367,478517,54440433199,1196559067,15917926976,7211068601,35320360,42175001,142872036,1878,503,6091,7072131868,10901117392,151.714
64000000,2,5,97,0.39,0.72,1,0,1,0,105,0,0,24,0,5,113,116,7,8,339,62,284,1,3,52,353,1,3,5,2,40.72,7440417.82,5341.433,574150042.3,2024.216,82.354,0.107,0,0,13.027,1566.198,13777116.35,6905810.482,195121.951,22852,748141,780904651,7645571931,663645631,659257759,243,249866,250160,92111155361,2077758,2077910,75352437826,1709708929,21579515176,9252978771,61991535,76630256,260373927,58,75,988,9997370648,14573276549,330.582
64000000,2,5,60,0.47,0.5,0,0,1,0,100,1,0,54,1,2,10,58,10,7,814,30,947,17,2,58,484,15,8,7,5,291.906,15376849.58,5008.582,670607476,2088.756,148.823,0.162,0,0,4.348,8.878,7467980.244,935126.003,195121.951,14137,104493,501894429,3042700304,402297201,413004222,335,288899,289299,61870236709,439787,439946,59903601321,1254801967,18309372182,7477185491,54623553,72324899,168606701,116,211,913,7027410380,11863110433,149.19
64000000,4,3,69,0.51,0.36,0,0,1,0,80,0,1,96,1,3,63,90,2,6,247,79,371,11,1,53,405,3,7,2,8,288.814,11240252.45,7485.628,607850760.8,2061.271,290.982,0.098,0,0,6.509,305.305,7007616.332,1395489.915,195121.951,12695,116837,561079649,3156767877,441028658,441204345,90,342452,342584,60571693360,471784,471933,56989658639,1245124536,17542350803,7609092822,46279120,59386510,150846015,178,147,1604,7070246790,11219608276,176.433
64000000,5,4,20,0.58,0.78,1,0,1,0,57,0,0,125,0,3,119,55,2,7,767,52,448,15,1,91,101,13,7,5,2,90.454,6392409.491,5447.832,492264023.7,2033.524,371.518,0.079,0,0,13.399,269.921,13578391.56,7104535.274,195121.951,11008,101916,484613474,3100493993,407238300,412530063,98,335520,335667,61367115420,428685,428834,55905401253,1283624651,17963043039,7674016434,49282368,68526902,157163831,40,46,1002,6393441147,11623482346,164.816
64000000,3,2,58,0.86,0.4,1,0,0,0,29,1,0,32,1,2,5,44,4,5,170,32,246,43,0,37,154,11,9,1,3,217.07,9694378.561,3506.073,571710209.6,2063.018,198.945,0.082,0,0,6.707,21.049,8635834.055,2070558.939,195121.951,8471,85824,394130325,2726321012,355920445,362780356,57,243773,243861,51829114250,396711,396858,55131720273,1038119801,15977545862,6467265338,45211482,53192654,133222830,8,15,701,6881663388,9384868763,136.438
64000000,6,4,100,0.77,0.72,1,0,1,1,2,0,1,76,0,4,10,51,9,8,611,123,349,2,0,94,420,5,7,4,2,103.76,6420008.584,3957.41,554531087.5,2030.468,477.599,0.055,0,0,16.112,459.818,12023178.88,8596881.915,194528.875,12979,196032,470935986,3336623281,395855502,371752155,62,245245,245332,58907376548,667201,667348,58983922319,1286540081,19192143029,6549952724,45814759,73477118,176819731,53,58,519,6885113248,9808767241,117.979
64000000,2,2,109,0.31,0.69,1,0,2,1,26,0,0,56,1,3,125,142,5,5,936,34,451,13,3,78,208,9,3,4,8,628.596,15829941.94,6584.038,833079628.9,1929.589,101.807,4.211,0,0,7.226,2022.893,5552930.102,1564803.449,164385.305,18664,160438,529999920,4690604616,492639142,492634486,10680,452495,463255,92560999603,6316178,6316329,85124986846,2714174112,26746814622,11418745471,55320152,76482166,203024592,12992,10199,10745,11143100063,17081752955,619.233
