datasize,spark_executor_cores,spark_driver_memory,spark_default_parallelism,spark_memory_fraction,spark_memory_storageFraction,spark_storage_replication_proactive,spark_broadcast_compress,spark_io_compression_codec,spark_rdd_compress,spark_reducer_maxSizeInFlight,spark_shuffle_spill_compress,spark_speculation,spark_broadcast_blockSize,spark_shuffle_compress,spark_executor_memory,spark_shuffle_file_buffer,spark_storage_memoryMapThreshold,spark_locality_wait,spark_task_maxFailures,spark_shuffle_sort_bypassMergeThreshold,spark_kryoserializer_buffer,spark_memory_offHeap_size,spark_scheduler_revive_interval,jvm_gc_collect,jvm_gc_timeratio,jvm_max_gc_pause,jvm_max_tenuringThreshold,jvm_new_ratio,jvm_par_gc_thread,jvm_survivor_ratio,Executor_Deserialize_Time,Executor_Deserialize_CPU_Time,Executor_Run_Time,Executor_CPU_Time,Result_Size,JVM_GC_Time,Result_Serialization_Time,Memory_Bytes_Spilled,Disk_Bytes_Spilled,Local_Blocks_Fetched,Fetch_Wait_Time,Remote_Bytes_Read,Local_Bytes_Read,Total_Records_Read,migrations,context-switches,cache-misses,cache-references,branch-misses,branch-load-misses,major-faults,minor-faults,page-faults,cycles,raw_syscalls_sys_enter,raw_syscalls_sys_exit,instructions,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,LLC-load-misses,LLC-store-misses,LLC-stores,node-load-misses,node-store-misses,mem-loads,mem-stores,branch-loads,run_times
320000,3,5,47,0.58,0.8,0,1,1,0,44,1,0,51,0,4,28,83,2,9,959,109,717,4,1,26,156,8,8,3,8,177.208,7745050.943,194.761,35354807.03,2220.155,9.276,0.11,0,0,8.136,2.106,85305.508,43179.341,1212.121,10738,77314,378749127,2587475375,385801200,378995043,32,239789,239870,52405086921,368439,368590,47799368207,996493591,14971373608,6536699648,37185128,55082693,147236381,67,76,858,5807334240,10119631507,19.145
320000,4,3,12,0.71,0.87,0,0,0,1,58,1,0,43,0,6,123,107,7,6,328,22,931,47,1,95,126,11,3,7,8,228.773,7742366.64,238.348,39926775.45,2220.303,7.742,0.098,0,0,7.992,2.724,86113.758,42371.091,1212.121,9381,67966,324833372,2264406761,346597092,355367127,34,288019,288083,51399575543,343161,343316,47642928868,961260439,14761686476,6311482733,31255561,49085610,138876461,708,187,1232,5703107885,9674920987,19.682
320000,6,3,99,0.73,0.51,1,0,1,0,25,1,0,38,0,6,43,58,4,5,862,44,339,41,1,73,460,2,9,4,4,343.61,8210096.989,314.197,47698206.83,2227.974,23.776,0.136,0,0,8.189,4.564,85160.561,43324.288,1212.121,9812,66487,361763576,2407930338,367120431,376069522,32,261088,261143,55146611545,338915,339067,50346477177,1057143989,15899218713,6828841783,38164184,52488308,145622708,861,109,997,6056629303,10318251331,18.376
320000,5,4,34,0.78,0.56,0,0,2,1,76,0,1,126,0,1,111,40,7,6,987,68,753,2,1,54,496,4,5,6,8,144.034,6319387.519,290.341,42986615.66,2224.58,17.92,0.125,0,0,8.174,5.049,85353.689,43131.159,1212.121,12197,85290,398318765,2636261157,366092895,371851509,32,282157,282215,56471556692,390733,390887,51785039407,1082695372,15516717934,6610614587,39524068,52231150,147552101,91,444,1698,6109809553,9794387997,18.482
320000,7,2,39,0.63,0.51,1,1,2,0,43,0,1,40,0,2,54,66,6,5,586,67,519,22,3,58,230,13,1,4,8,210.072,7262073.197,293.86,50707713.35,2220.864,10.489,0.102,0,0,7.72,2.701,87494.167,40990.682,1212.121,9544,69517,350774101,2364076883,355296111,355651592,32,341926,341999,54859011611,351070,351224,50374244591,1032432882,15646717731,6563927262,37032942,55625294,147761603,4199,2756,5189,6083388575,9754270470,17.322
320000,1,1,111,0.61,0.69,1,0,2,0,11,1,0,49,1,1,22,48,4,6,284,3,342,26,2,87,341,10,4,7,9,2051.784,40218445.66,531.424,130111926.1,2372.326,21.042,0.519,0,0,1.326,1,51163.958,3012.053,1212.121,11046,82257,586911818,3168887885,410445428,425157819,96,283880,284017,88913820787,403381,403542,80799123910,1348071169,22799444991,8278659519,70953090,76491404,161203546,0,0,692,7714165650,15555418390,57.901
320000,2,2,84,0.37,0.53,1,1,1,1,86,1,0,68,1,2,91,118,6,4,298,37,772,23,2,62,132,8,4,8,5,1004.034,19646501.03,352.64,77718716.49,2305.701,33.424,0.326,0,0,2.742,0.458,51860.023,6640.78,1212.121,11950,76272,440908998,2483680660,339029566,339368166,38,276902,276992,59392132770,369955,370116,53764187006,1018417085,15910177751,6543096899,39871386,57534284,151504844,0,0,537,6363082062,10554231335,33.217
320000,6,5,125,0.4,0.77,1,1,1,1,92,1,1,22,1,5,49,7,7,7,910,64,794,7,2,54,134,2,8,4,7,269.776,6340687.67,283.86,51107839.27,2246.731,31.966,0.114,0,0,8.098,0.197,38999.481,19501.322,1212.121,9932,73252,373804681,2441445104,339281148,350770121,32,266474,266543,52423561573,356719,356872,51414298483,1024390379,15105387734,6453797506,40659932,56040074,135220042,0,0,450,6125361597,9906493222,18.863
320000,4,4,61,0.55,0.33,1,1,1,1,62,1,0,35,0,6,96,97,9,3,617,117,169,46,0,73,212,8,9,5,3,233.814,7768922.72,254.178,39195993,2250.273,27.947,0.136,0,0,8.03,2.58,85993.704,42491.144,1212.121,7806,67705,341429100,2300624100,333948899,336933277,32,233370,233432,46482007233,344954,345102,47410189335,933882207,13691804433,6004632077,33774363,38013408,116169347,0,32,519,5852962464,8805363132,20.493
320000,7,2,33,0.87,0.71,1,0,2,1,73,1,0,3,0,2,87,21,7,4,386,70,942,14,2,88,370,8,5,3,6,399.322,8820495.33,345.511,50567419.7,2247.519,32.826,0.098,0,0,8.133,3.076,85309.121,43175.727,1212.121,7985,70618,341381454,2545379572,335082187,334814183,32,236562,236644,46749488729,353458,353611,46692442088,924576640,14044752594,6087628572,31214905,38256799,125773345,8,0,456,5702990647,9536471935,18.138
320000,5,1,70,0.57,0.35,1,0,1,1,69,1,0,96,1,4,128,194,8,9,952,20,365,39,2,38,219,11,4,6,4,284.477,7651279.883,259.924,47281421.09,2248.807,22.617,0.11,0,0,7.871,0.083,39546.769,18954.034,1212.121,9119,68296,387141614,2327787868,360305762,354694404,32,253568,253625,52316690651,344238,344396,55466042254,969991372,15489875334,6261822140,37517883,60187083,146272936,0,50,652,5907706222,10678040659,18.928
320000,1,3,27,0.43,0.64,0,0,0,0,112,0,1,57,0,4,102,64,8,10,986,41,51,34,1,21,406,8,8,4,7,5.936,3900468.034,117.606,22112535.83,2187.258,0.776,0.057,0,0,24.242,0.011,0,128484.848,1212.121,8754,73420,383335083,2683988109,346484884,346579919,38,267894,267951,55558806061,360175,360327,51772119337,1007002829,15382038222,6337879326,41329717,62782120,162374147,131,48,816,6333960552,9662886615,42.052
320000,6,4,32,0.47,0.55,1,0,1,0,38,0,0,114,1,3,63,184,6,7,225,15,46,36,2,58,483,2,3,7,8,363.076,8923478.837,291.375,54387378.61,2250.761,22.466,0.17,0,0,8.053,0.489,39102.966,19397.837,1212.121,9743,68495,410463319,2525257259,347188778,350951462,32,276326,276376,55648084949,345484,345643,54843520380,1038010928,16378750320,6998554359,34848450,63701099,150455871,0,30,1311,6137470869,10652130772,17.952
320000,3,3,96,0.59,0.41,1,0,2,0,54,0,0,37,1,6,66,186,8,4,872,8,812,33,0,68,477,6,7,6,5,177.78,7429427.447,243.152,37294299.69,2243.595,19.348,0.087,0,0,8.129,0.182,36040.489,18135.523,1212.121,8869,66737,366556561,2291203873,337708596,334964001,32,232158,232223,49780749955,338172,338319,46929246921,1012038481,14143511063,6075273269,34905382,50031554,140264938,379,214,821,5786591061,9036193960,20.506
320000,4,5,112,0.85,0.37,0,0,1,0,55,0,1,101,1,3,65,172,4,9,850,92,638,34,0,86,149,6,4,2,3,465.58,10433870.31,453.114,66121803.65,2258.519,57.894,0.152,0,0,4.417,0.273,47687.14,10813.663,1212.121,9172,71329,408243587,2646275340,379137376,377533176,32,272145,272233,56174756324,361054,361203,51672733002,1178142164,16675696894,6782921250,38295350,53449160,162558428,199,147,565,6226814551,10072819213,30.611
320000,4,5,40,0.59,0.36,0,0,2,0,99,1,0,26,1,1,44,35,4,6,893,38,151,23,2,92,390,14,5,8,3,882.852,13716834.3,336.288,64933968.2,2285.572,40.708,0.341,0,0,4.485,0.424,44154.614,10021.398,1212.121,9925,72858,384426425,2497425061,342645494,344974728,32,262641,262731,55957542472,367282,367442,57629431332,1042678219,16252215548,6410801510,38554511,54389816,142221961,15,62,601,5903748007,10409755449,24.895
320000,7,2,53,0.61,0.37,1,0,2,0,102,0,1,44,1,5,35,132,8,5,682,25,905,30,2,81,120,11,8,5,9,208.265,6794526.856,265.909,51563175.88,2247.383,25.39,0.14,0,0,8.204,0.292,35837.951,18338.061,1212.121,9290,70055,356557508,2333103911,328614166,331705561,32,250184,250259,49348846143,351792,351949,48598818447,980843346,14859189944,6348598287,36351964,58711515,131987912,59,7,733,5708618449,9207818265,17.995
320000,7,4,46,0.75,0.7,0,1,2,1,125,1,0,89,0,3,70,63,6,10,484,81,109,5,1,53,240,15,1,4,2,401.129,8452078.11,330.367,53313410.16,2222.924,24.989,0.08,0,0,8.061,4.856,85888.508,42596.341,1212.121,9542,73398,349964312,2401556450,355912739,342877382,32,286870,286919,51684889149,359155,359307,48046199367,967767504,14358391367,6019250865,34804081,55733487,134617006,0,65,1108,6071402712,9073321775,18.068
320000,2,1,92,0.66,0.68,1,0,0,1,4,0,1,48,1,4,9,124,5,3,945,81,662,46,3,26,187,11,7,5,1,9.67,4427583.89,189.208,27809045.84,2188.072,1.686,0.046,0,0,24.242,0,0,68575.436,1212.121,10151,72854,391300670,2561768615,371263890,355853364,37,321956,322015,54529996411,359506,359661,51222468420,1053317554,15126838639,6579818243,29774152,52348105,148823882,867,1175,2991,6407338009,9722104637,41.298
320000,7,5,71,0.81,0.78,1,1,1,1,112,0,0,100,1,2,37,22,9,4,746,99,591,18,1,84,288,2,9,7,7,404.848,8295835.485,348.943,57739404.32,2237.731,44.322,0.155,0,0,8.008,0.674,39129.796,19371.008,1212.121,8290,69428,383065480,2555869666,336888521,342954369,32,307389,307459,52323457846,354785,354939,48630963309,1001639996,15285711780,6584166465,32696475,49400915,141372362,333,61,783,5902207166,9623533071,21.464
320000,7,4,88,0.51,0.51,0,1,1,1,45,1,1,42,1,5,75,27,10,7,144,64,311,35,1,57,188,8,2,4,5,205.667,6703712.595,291.413,33825205.49,2226.86,11.788,0.095,0,0,8.224,0.504,38679.686,19821.117,1212.121,8976,68337,398110593,2476552223,358494235,357306213,32,263403,263458,54767948293,348195,348345,51149729489,1068226495,15012501475,6205761150,35946010,52399043,132129861,0,252,802,6500198864,9225825518,17.201
320000,8,2,28,0.51,0.8,1,0,0,0,45,1,1,88,1,2,83,92,9,9,366,91,803,32,3,34,388,5,2,8,6,414.03,9116999.279,476.313,59409670.2,2254.743,13.374,0.136,0,0,8.102,1.423,45398.777,22917.883,1207.547,9342,70979,355306358,2468513336,368828884,375438443,37,302161,302226,50935620102,362326,362485,47974654101,1037956919,15219535072,6633220345,34116034,50667759,149362980,0,40,1026,6092139942,10034704617,24.388
320000,7,4,84,0.71,0.41,0,0,2,0,3,0,0,117,1,2,112,144,9,8,218,93,132,15,3,66,414,9,8,6,1,412.962,8931575.432,793.136,56428080.86,2237.568,52.606,0.136,0,0,7.822,0.402,36738.326,17437.686,1212.121,8614,70309,347086408,2432324728,347972126,353949276,42,495287,495358,55629731662,358175,358332,51803012283,1062970081,15955345372,6541405144,30471377,59246323,149006170,3261,2635,6112,6404405961,9572691077,25.668
320000,7,3,112,0.34,0.85,0,1,1,0,20,1,0,84,1,6,75,173,10,5,351,114,272,35,1,93,108,10,5,8,8,418.742,8358871.962,334.345,58179271.71,2231.379,43.841,0.11,0,0,7.932,1.224,39426.318,19074.485,1212.121,9047,67401,347128021,2498976982,338136869,341565965,38,325053,325109,54267702163,342095,342250,51113325689,1030571956,15366315924,6217842565,33199839,63671287,155358219,234,180,3415,6014838140,8920744992,19.064
320000,3,2,9,0.52,0.84,1,0,1,1,111,0,1,75,0,1,5,197,5,9,755,123,623,8,3,43,477,9,7,5,7,357.386,10252533.1,256.356,53759243.21,2245.379,8.595,0.22,0,0,5.413,0.095,99973.659,28511.189,1212.121,11797,76786,393127193,2839108300,384332120,387226317,32,400324,400395,60422422992,375623,375780,57059849031,1239389163,18022134902,7310871498,44389303,70041854,171662809,4313,2219,6484,6903980477,11286762410,25.612
320000,4,1,71,0.66,0.36,0,1,2,0,37,0,1,55,0,4,115,8,5,6,662,109,1024,45,2,95,363,4,8,7,3,14.629,3295917.652,225.996,25378082.18,2226.17,11.67,0.083,0,0,24.242,0.004,0,128484.848,1212.121,9701,71218,428659256,2588578967,337677751,341831712,32,235537,235605,54391928085,354026,354185,54761560429,1016139617,15851438872,6571347715,36834522,47302383,139692410,114,7,511,6552246034,10646457136,25.531
320000,2,4,27,0.57,0.71,1,1,0,0,40,1,0,2,1,4,51,87,2,8,730,58,829,8,3,59,496,11,7,8,1,120.046,8363902.367,190.144,37012570.44,2216.409,2.447,0.117,0,0,8.083,0.159,45720.186,22855.25,1212.121,8329,75324,391241974,2604236142,350189166,360929034,32,392989,393052,50334899725,376287,376446,49169539859,1061930003,15660621887,6753833121,31823193,41151083,128908800,767,1984,4781,6152774952,9861492473,21.654
320000,6,4,102,0.8,0.46,1,0,2,0,84,0,1,115,0,5,49,142,10,7,160,118,373,28,1,80,359,7,2,1,7,177.239,6293497.072,396.943,30187642.56,2220.508,16.296,0.098,0,0,8.095,4.712,85608.25,42876.598,1212.121,8596,69717,386456358,2467078721,369491481,367530856,32,313676,313757,51591188628,351823,351972,49720790329,1077374679,14944140785,6734759743,35685551,74012170,142307649,0,0,759,6194446420,9817467724,20.061
320000,4,4,88,0.87,0.57,0,0,0,0,113,0,0,120,0,4,80,41,10,3,697,5,294,2,1,96,399,10,2,3,9,230.242,8064009.894,209.072,40857473.26,2217.386,9.606,0.072,0,0,8.038,2.655,85957.568,42527.28,1212.121,11041,85004,403947519,2655014889,358872998,375510893,32,308158,308211,55847004992,386878,387028,52288379118,1082549553,15664372608,6848136004,32732801,51900081,143822970,961,304,899,6548180264,9962634544,18.026
320000,3,5,43,0.66,0.47,0,1,0,1,50,1,1,46,1,5,109,59,6,5,498,25,684,41,2,68,227,2,4,5,6,11.72,3103638.739,162.845,24522206.11,2212.667,8.102,0.072,0,0,24.242,0.011,0,68575.436,1212.121,9454,71552,395781345,2482330621,373644788,373613586,32,243581,243644,53729426042,354935,355092,54055118963,1064084775,16275083558,6647006465,40481591,43935145,127787066,136,8,568,6105948000,11220140391,21.473
320000,7,5,86,0.45,0.65,1,1,2,0,97,0,0,127,1,4,127,106,8,5,342,107,259,30,3,77,116,2,7,6,7,425.061,9625039.727,810.489,60207032.81,2222.954,11.383,0.148,0,0,8.03,0.284,36162.996,18013.015,1212.121,8637,68877,346528565,2834197656,363243629,364526306,37,506523,506580,54739635557,360406,360562,55348269565,1065505747,16660779378,6944698599,34106363,63829270,154977070,5610,2716,5634,6899267828,10390787419,26.996
320000,2,2,58,0.62,0.82,1,0,2,1,107,0,1,113,0,2,90,78,5,10,435,57,651,32,3,66,408,3,8,4,5,395.436,13297699.22,654.398,77661978.35,2276.966,6.53,0.678,0,0,2.754,18.856,113823.523,14661.326,1212.121,9432,76125,414166722,2751443693,376481933,391499092,77,445872,445989,58370357995,375630,375785,55917884047,1360984488,18135147862,7497550740,39142387,73345021,146077918,1787,1173,4821,6775858958,11350200409,50.74
320000,3,5,22,0.86,0.69,0,1,0,0,59,0,1,34,1,3,115,138,5,4,811,11,274,17,1,45,204,11,4,8,1,534.591,12515296.36,481.587,62589705.13,2257.023,27.515,0.231,0,0,3.958,0.898,57250.894,11324.542,1212.121,11065,74588,451571523,2847347446,380749227,388526947,36,285674,285774,63618838819,368780,368938,54279750422,1190664563,16413254769,7051611015,41607922,54417533,160045085,93,47,1416,6574479926,10928844373,30.444
320000,2,5,100,0.5,0.85,0,0,2,0,88,0,0,21,1,4,53,134,7,5,110,18,540,17,0,73,316,7,1,1,5,120.595,7608548.504,171.981,25220882.44,2214.811,3.496,0.087,0,0,8.231,0.22,35827.197,18348.814,1212.121,7653,71151,394750247,2575576461,356994895,352244463,33,270227,270273,48171119834,356178,356326,48362530963,964467760,14252837401,6243177459,37463518,49202527,142244687,856,307,1596,6249367373,9078575956,20.979
320000,6,6,35,0.84,0.5,0,0,0,0,127,1,1,19,0,5,59,164,9,6,480,24,850,18,1,62,486,14,4,3,9,165.697,6129415.644,260.871,42015545.64,2215.784,15.652,0.095,0,0,10.606,0.246,72267.909,56216.939,1212.121,8772,68475,356859691,2377510783,342757859,337331756,32,262664,262713,50439837147,344315,344466,47239347830,962488562,13959024801,6075243752,32147518,53634142,156243908,835,281,864,6162088867,8844620662,19.012
320000,3,1,49,0.36,0.85,0,1,2,0,80,0,1,43,0,4,64,173,5,8,179,56,788,20,0,98,278,12,4,7,3,11.28,3311958.447,156.076,15009428.81,2213.644,4.292,0.061,0,0,24.242,0.015,0,128484.848,1212.121,8661,71760,357928779,2541555796,343316864,344393385,32,228702,228777,51432100996,358511,358659,51971370432,1023558552,15661755259,6443407086,40144121,48054160,152636859,206,7,466,6334016133,9731715148,21.354
320000,8,4,38,0.66,0.65,1,1,1,1,83,1,1,96,1,1,90,68,3,7,685,15,67,39,2,56,131,14,8,2,2,324.322,8226259.023,380.284,60725403.09,2250.538,81.22,0.204,0,0,8.182,0.383,38705.758,19795.046,1212.121,9253,70548,404188281,2566145550,356272620,354863956,32,269467,269546,51307149924,352195,352345,50921598660,1046530858,15464159047,6666254000,37531688,60923244,151194272,0,17,926,6243983721,10304960962,18.179
320000,8,5,125,0.65,0.6,0,0,2,1,17,1,1,126,0,3,52,84,8,8,230,104,809,24,2,71,272,6,4,4,6,331.557,8374503.739,338.413,54353623.82,2245.254,29.86,0.125,0,0,8.053,3.992,85795.356,42689.492,1212.121,9543,70298,450889017,2503060113,354877014,355370768,32,295024,295076,55059176413,351467,351621,54733621577,1018263695,16288874811,6909188075,35990278,48394643,136963020,24,92,646,6238838093,11117974320,18.668
320000,2,1,30,0.61,0.76,0,0,1,1,16,0,1,116,1,3,16,12,8,5,478,32,149,30,1,65,445,12,5,7,8,26.837,4683292.098,221.538,33674535.81,2201.345,5.977,0.095,0,0,12.121,0.159,29353.943,29146.86,1212.121,11648,70589,393594844,2267420704,336944912,346019441,38,314872,314936,52180887786,353968,354125,47093050368,978530717,14459396957,6320962136,40947069,60800366,149903426,7,0,604,5806701361,9224853781,23.755
320000,1,3,13,0.41,0.56,0,1,1,1,14,1,0,16,0,5,109,94,7,3,717,124,515,46,2,46,201,3,3,4,9,64.879,8197166.178,158.697,30112009.56,2214.322,2.042,0.087,0,0,8.197,0.943,85126.432,43358.417,1212.121,8116,71213,403038014,2555976820,369494873,365051050,32,248985,249056,49940871756,356449,356601,53021890693,999917355,15415347619,6665132768,33969930,43518237,139239407,638,141,798,5729415275,11163003313,29.528
320000,6,4,100,0.77,0.78,1,1,1,1,81,1,0,76,0,1,82,172,4,8,130,13,388,16,1,59,473,3,8,2,7,346.258,8291222.261,289.841,30237722.11,2242.78,11.208,0.11,0,0,7.898,2.913,86566.265,41918.583,1212.121,8295,68338,353267689,2408866184,347532110,345194330,32,273685,273737,49172588733,346403,346552,49323108665,1000965411,15162848985,6602713452,37244164,56365730,138874540,35,169,1063,6129973846,9257479240,19.271
320000,7,5,77,0.44,0.5,0,0,1,0,24,1,0,124,0,4,21,91,4,5,270,52,992,49,2,23,383,8,5,2,6,403.693,8349920.508,306.364,51303223.83,2249.311,35.015,0.129,0,0,7.837,4.121,86961.758,41523.091,1212.121,9278,66879,369936295,2251739715,346561808,340714472,32,290897,290962,52773295459,340093,340245,52783657682,1071791791,15985992649,6509043506,38861673,57100165,165780303,8,17,630,6059064459,10234312312,17.246
320000,4,3,107,0.82,0.39,1,0,0,0,117,1,0,60,0,4,34,39,5,9,817,79,424,49,1,55,261,14,8,6,4,233.629,7819276.125,268.083,40396729.62,2225.189,11.242,0.091,0,0,8.061,2.602,85869.235,42615.614,1212.121,7681,67561,321532099,2301418237,316543759,326544848,32,262011,262072,50949928719,345500,345654,48777185056,886387346,14815242930,6178023109,29526850,63068124,136727498,250,127,1033,5979407144,9018251378,18.569
320000,6,3,34,0.48,0.76,1,0,1,0,93,1,0,80,1,2,48,197,6,4,973,4,956,20,2,42,447,13,7,2,5,354.871,7820507.375,292.114,54907112.1,2251.102,46.004,0.167,0,0,7.879,0.371,39532.42,18968.383,1212.121,9145,68221,423115309,2713616152,358406609,364997296,32,263768,263824,53944082512,344377,344529,51907732646,1044056711,15537722977,6731806957,39896055,56221430,155807892,23,0,707,6136207662,10488006499,17.751
320000,3,5,22,0.33,0.76,1,1,2,0,96,0,0,91,0,3,48,150,3,4,882,82,497,14,2,60,145,8,6,3,6,687.546,14250576.28,311.996,61430470.44,2284.405,26.568,0.235,0,0,4.053,3.731,106741.598,21743.25,1212.121,10539,72768,406375324,2584528764,360446233,356203927,32,311147,311214,54299760498,360977,361132,55927936761,1086289653,16041549922,6560718324,38795872,60344041,133896677,256,159,1500,6681106248,10266716415,28.107
320000,3,6,86,0.62,0.86,1,0,2,1,68,0,1,30,1,4,43,86,5,6,561,102,874,19,2,90,368,14,4,7,4,12.674,3134811.655,146.727,23754929.78,2213.807,5.561,0.061,0,0,24.242,0.019,0,54176.011,1212.121,10389,72853,436709956,2584183685,353795416,359316114,32,243749,243805,57417408603,359199,359358,53930211350,1068096615,16762965563,6708283624,37779490,62809716,156196072,0,0,702,6232422489,10990395715,20.047
320000,3,4,50,0.87,0.62,1,0,2,1,69,0,0,116,1,1,92,32,7,7,566,47,23,22,2,61,471,10,7,3,9,703.803,13231723.39,311.201,63363358.2,2277.284,28.121,0.155,0,0,4.064,0.534,44956.296,9219.716,1212.121,10760,71398,490182966,2713290601,370133476,380998635,32,295414,295484,60882887705,363606,363760,58550568562,1149683913,17654353730,7412001338,49039115,57332689,163658247,36,99,394,6445377913,11911017812,28.34
320000,5,4,56,0.64,0.43,1,1,1,1,91,1,1,55,1,5,6,146,8,7,917,9,720,33,0,99,247,4,3,5,7,150.462,6621533.644,235.375,46698041.38,2222.152,32.701,0.091,0,0,8.106,0.22,38947.076,19553.727,1212.121,9070,66697,358273460,2291104860,351503533,347984035,32,229972,230020,52772278883,339064,339212,47064927264,959844667,13995332321,6257014768,29680244,68647829,145948668,38,0,935,6069259127,9137535903,17.515
320000,4,5,98,0.84,0.76,0,0,2,0,77,1,0,77,1,1,65,167,7,5,522,87,838,14,0,63,258,13,2,2,6,910.14,14287484.03,579.682,66209359.04,2264.087,41.42,0.276,0,0,4.492,2.076,44085.799,10090.212,1212.121,8333,73025,352263410,2618697481,343619082,341329738,32,281454,281508,50303486971,358934,359084,51126418185,970971857,15363632047,6643711463,36417350,44441572,144202616,42,0,1061,6038293238,9436297348,29.974
320000,6,5,128,0.31,0.84,1,0,2,0,23,1,0,89,1,2,60,35,8,10,881,110,261,41,1,74,361,2,7,2,7,338.943,8366957.314,327.474,47339385.41,2231.542,38.189,0.102,0,0,8.25,1.091,35685.932,18490.08,1212.121,8283,66994,323497144,2266266293,326852229,336227761,32,285872,285919,48769889139,341789,341939,48956144392,957047446,15096803954,6436276262,30424500,51431182,149226436,156,316,1045,5848673442,9092094326,17.787
320000,2,3,87,0.56,0.47,1,1,1,1,120,1,0,15,1,1,60,74,9,10,395,14,617,39,1,23,142,11,6,5,7,1534.023,27914248.81,753.072,99937393.08,2330.417,64.22,0.337,0,0,1.947,35.871,53821.485,4679.318,1212.121,10152,73110,402091582,2449506499,379744182,377943765,51,270822,270918,60210520815,359133,359287,53163562292,1066006362,15897501584,6852773989,48001341,64864211,153832925,245,65,660,6351229513,9764428501,45.473
320000,5,1,113,0.85,0.75,0,1,0,0,71,0,1,20,1,6,60,142,10,9,346,74,890,40,0,71,346,10,3,5,4,145.528,6243540.977,249.645,44286835.14,2252.102,30.709,0.079,0,0,8,0.683,45676.143,22640.517,1207.547,9315,66788,328522802,2373738209,345803600,342644595,32,232705,232756,50839772729,340344,340491,48026477129,924031230,14873952278,6175663983,31043016,48357261,145713160,29,85,734,5677104832,9184715010,17.536
320000,6,3,81,0.84,0.53,1,1,1,0,49,1,0,114,1,3,6,143,4,9,678,90,344,11,0,71,500,13,2,1,9,355.307,8438699.773,305.951,50068950.8,2233.333,38.284,0.144,0,0,8.106,0.686,38860.155,19640.648,1212.121,9198,68769,349034918,2305222962,322808183,322615235,32,270397,270451,48737849863,344841,344989,49113064876,919152816,14368457946,6063027403,35038164,43169032,131051830,206,0,922,5982261837,8302925402,18.516
320000,3,3,123,0.72,0.9,0,1,0,1,22,1,0,23,1,3,57,98,7,5,356,82,862,49,3,30,104,5,5,2,2,694.36,13451463.39,392.466,63193445.86,2249.769,16.193,0.246,0,0,5.182,0.553,53740.428,14835.008,1212.121,7880,68260,348880323,2523778675,360590183,357589505,32,325234,325284,55805650140,357227,357379,53828973350,1089353486,16665587076,6787320716,34241966,54610708,158873538,2769,1510,6374,6435937704,9877391896,32.799
320000,5,3,112,0.69,0.84,1,0,2,1,87,0,0,11,0,3,116,69,9,10,779,101,593,1,2,20,170,9,6,3,6,299.788,7831011.526,303.697,43790578.7,2248.496,22.678,0.121,0,0,7.947,2.352,86455.046,42029.803,1212.121,12844,103293,394627821,2949930514,371436334,372589689,32,245770,245854,61646786749,438083,438236,59373024239,1262343149,17638281268,6869863803,40312037,57384290,150019122,0,0,720,6631460924,11408255628,19.346
320000,1,1,83,0.44,0.52,0,1,2,0,98,1,1,125,0,3,112,80,9,6,606,38,27,26,0,28,462,2,2,5,7,13.704,4825901.053,126.985,27508651.28,2200.546,3.155,0.11,0,0,12.076,0.023,64638.318,63846.53,1212.121,9452,70955,365167979,2613020357,345531566,347027213,32,283884,283929,47307623911,354579,354729,46774253675,956348491,14566968670,6401252415,38651140,57106696,129163857,40,34,1156,5936151428,9164457820,27.541
320000,8,5,54,0.55,0.87,0,0,2,0,35,0,0,74,0,3,57,147,6,10,592,114,654,37,1,95,287,9,7,5,5,457.504,8365894.712,371.576,53506196.5,2230.905,24.985,0.144,0,0,8.121,5.091,85478.962,43005.886,1212.121,8362,66830,331931259,2202540513,343742398,355385501,32,268359,268418,49476262442,341881,342034,48998056062,959018731,14913972408,6507232820,31109595,48644956,141461210,187,154,1038,5829644208,9512536172,17.55
320000,7,2,76,0.79,0.5,1,0,1,1,125,0,1,85,1,1,46,21,5,10,811,126,826,6,2,32,255,5,1,2,8,307.902,7985039.591,293.951,54188382.98,2227.572,41.61,0.136,0,0,8.019,1.239,39079.004,19421.799,1212.121,9708,74464,359312407,2405128513,345628539,352467437,33,251392,251470,51733740771,363115,363267,51233994166,1031173767,15517433596,6509583356,38414996,50996168,139069558,0,0,1214,6223372565,10136241751,17.66
320000,7,2,82,0.6,0.89,0,1,2,0,79,1,1,101,0,6,29,180,8,6,914,18,734,33,2,56,219,1,7,5,5,199.606,7377416.985,294.519,50777892.62,2243.163,23.561,0.114,0,0,7.53,3.992,88685.864,39798.985,1212.121,9364,69828,372325247,2420504562,336323537,340448500,32,267970,268044,50940417192,350613,350769,46595944138,963857889,14892805486,6423584150,28259660,43001645,129507502,57,72,1029,5614143677,9974415315,17.654
320000,6,3,118,0.82,0.81,1,0,1,0,5,0,0,61,1,4,57,72,3,8,578,92,353,25,1,87,419,3,9,3,4,354.25,7821435.67,307.917,50944375.85,2231.379,40.614,0.125,0,0,8.008,0.958,39102.549,19398.254,1212.121,9272,68511,361925585,2354423729,348716265,346934095,32,277329,277386,49674707218,346269,346418,47766000471,962399117,14800219036,6292705021,35273405,44114211,131544317,101,170,1325,5916007317,9404728443,18.644
